state_index,score_diff,time_step,time_phase,time_phase_name,health_my,health_my_name,health_opp,health_opp_name,recovery_lock,recovery_name,counter_ready,counter_ready_name,greedy_action_id,greedy_expected_reward,static_action_id,static_action_prob,rule_action_id,rule_expected_reward,mdp_action_id,mdp_value,mdp_immediate_reward,top1_action_id,top1_q,top2_action_id,top2_q,top3_action_id,top3_q,q_gap_12,q_gap_23,greedy_action_name,greedy_action_type,greedy_macro_group,static_action_name,static_action_type,static_macro_group,rule_action_name,rule_action_type,rule_macro_group,mdp_action_name,mdp_action_type,mdp_macro_group
64,-5,2,early,前期,2,High,1,Mid,0,Normal,0,Normal,A02,0.053433083836277276,A04,1.0,A04,0.03417471100387235,A02,-3.20147338915729,0.053433083836277276,A02,-3.20147338915729,A03,-3.2039195510368477,A01,-3.20429290969609,0.0024461618795577067,0.00037335865924248424,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
65,-5,2,early,前期,2,High,1,Mid,0,Normal,1,CounterReady,A02,0.0469764446121716,A04,1.0,A04,0.03840403120967456,A02,-3.207928161446747,0.0469764446121716,A02,-3.207928161446747,A01,-3.2089682217704585,A03,-3.210560799725598,0.0010400603237115114,0.0015925779551393404,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
66,-5,2,early,前期,2,High,1,Mid,1,Recover,0,Normal,D15,-0.02785344890394867,D19,0.0,D16,-0.07678705873371483,D15,-3.299203784021274,-0.02785344890394867,D15,-3.299203784021274,D16,-3.353958387147419,D14,-3.3715187416506307,0.054754603126144996,0.017560354503211695,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
67,-5,2,early,前期,2,High,1,Mid,1,Recover,1,CounterReady,D15,-0.021538315687910314,D19,0.0,D16,-0.07332800635146042,D15,-3.292888650805236,-0.021538315687910314,D15,-3.292888650805236,D16,-3.3504993347651646,D14,-3.3715187416506307,0.05761068395992863,0.021019406885466108,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
68,-5,2,early,前期,2,High,2,High,0,Normal,0,Normal,A02,0.053433083836277276,A04,1.0,A04,0.03417471100387235,A02,-3.2009631115423343,0.053433083836277276,A02,-3.2009631115423343,A03,-3.2034110911151545,A01,-3.203789806737512,0.0024479795728202802,0.0003787156223573618,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
69,-5,2,early,前期,2,High,2,High,0,Normal,1,CounterReady,A02,0.0469764446121716,A04,1.0,A04,0.03840403120967456,A02,-3.207417475568913,0.0469764446121716,A02,-3.207417475568913,A01,-3.208463272089917,A03,-3.2100519444689635,0.0010457965210037834,0.001588672379046585,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
70,-5,2,early,前期,2,High,2,High,1,Recover,0,Normal,D15,-0.032288759397575154,D19,0.0,D16,-0.08201874232709232,D15,-3.30433441803659,-0.032288759397575154,D15,-3.30433441803659,D16,-3.360597556103834,D14,-3.3752571710307384,0.05626313806724381,0.014659614926904485,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
71,-5,2,early,前期,2,High,2,High,1,Recover,1,CounterReady,D15,-0.02611433694657718,D19,0.0,D16,-0.0785126091822998,D15,-3.298159995585592,-0.02611433694657718,D15,-3.298159995585592,D16,-3.357091422959041,D14,-3.3752571710307384,0.05893142737344936,0.01816574807169724,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
72,-5,3,early,前期,0,Low,0,Low,0,Normal,0,Normal,A02,0.0538039899236329,A04,1.0,A01,0.05090328735256082,A02,-3.404029432702354,0.0538039899236329,A02,-3.404029432702354,A03,-3.4058622200236734,A10,-3.406513146262322,0.001832787321319529,0.000650926238648708,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,hook_punch,attack,试探攻击
73,-5,3,early,前期,0,Low,0,Low,0,Normal,1,CounterReady,A02,0.04731863832290556,A04,1.0,A01,0.04617513317822064,A02,-3.4105147329735295,0.04731863832290556,A02,-3.4105147329735295,A01,-3.411657756650888,A03,-3.4125504713499932,0.0011430236773586344,0.0008927146991051238,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,hook_punch,attack,试探攻击
74,-5,3,early,前期,0,Low,0,Low,1,Recover,0,Normal,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,-3.4080256256034605,0.0499765626258781,D15,-3.4080256256034605,D16,-3.443015656857948,D14,-3.4717301451930886,0.03499003125448752,0.028714488335140675,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
75,-5,3,early,前期,0,Low,0,Low,1,Recover,1,CounterReady,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,-3.4080256256034605,0.0499765626258781,D15,-3.4080256256034605,D16,-3.443015656857948,D14,-3.4717301451930886,0.03499003125448752,0.028714488335140675,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
76,-5,3,early,前期,0,Low,1,Mid,0,Normal,0,Normal,A02,0.05407201198450689,A04,1.0,A01,0.05105168593867388,D15,-3.372383543777779,0.051796363148257425,D15,-3.372383543777779,A02,-3.3755753751314668,A03,-3.377581650866734,0.003191831353687835,0.002006275735267238,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,yield_buffer,defense,平衡恢复
77,-5,3,early,前期,0,Low,1,Mid,0,Normal,1,CounterReady,A02,0.04759202082499703,A04,1.0,A01,0.046347275538111785,A02,-3.3820330187924985,0.04759202082499703,A02,-3.3820330187924985,A01,-3.3833622367307274,A03,-3.384245710251232,0.0013292179382289326,0.0008834735205045519,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,hook_punch,attack,试探攻击
78,-5,3,early,前期,0,Low,1,Mid,1,Recover,0,Normal,D15,0.051796363148257425,D19,0.0,D16,-0.0225307223294174,D15,-3.372383543777779,0.051796363148257425,D15,-3.372383543777779,D16,-3.449688694458596,D14,-3.464098198982041,0.07730515068081711,0.014409504523444916,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
79,-5,3,early,前期,0,Low,1,Mid,1,Recover,1,CounterReady,D15,0.05811149636429578,D19,0.0,D16,-0.01907166994716296,D15,-3.366068410561741,0.05811149636429578,D15,-3.366068410561741,D16,-3.4462296420763416,D14,-3.464098198982041,0.08016123151460075,0.01786855690569933,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
80,-5,3,early,前期,0,Low,2,High,0,Normal,0,Normal,A02,0.05407201198450689,A04,1.0,A01,0.05105168593867388,A02,-3.395488321680506,0.05407201198450689,A02,-3.395488321680506,D15,-3.396522222209589,A03,-3.3974768079376947,0.0010339005290829206,0.0009545857281056946,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,hook_punch,attack,试探攻击
81,-5,3,early,前期,0,Low,2,High,0,Normal,1,CounterReady,A02,0.04759202082499703,A04,1.0,A01,0.046347275538111785,A02,-3.4019454026323297,0.04759202082499703,A02,-3.4019454026323297,A01,-3.403330422075589,A03,-3.404139951055728,0.0013850194432594165,0.0008095289801390848,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,hook_punch,attack,试探攻击
82,-5,3,early,前期,0,Low,2,High,1,Recover,0,Normal,D15,0.04858673456518,D19,0.0,D16,-0.02727112540672688,D15,-3.396522222209589,0.04858673456518,D15,-3.396522222209589,D16,-3.474999076772314,D14,-3.48596927582356,0.0784768545627248,0.010970199051246077,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
83,-5,3,early,前期,0,Low,2,High,1,Recover,1,CounterReady,D15,0.05476115701617799,D19,0.0,D16,-0.023764992261934362,D15,-3.390347799758591,0.05476115701617799,D15,-3.390347799758591,D16,-3.471492943627521,D14,-3.48596927582356,0.0811451438689299,0.014476332196038832,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
84,-5,3,early,前期,1,Mid,0,Low,0,Normal,0,Normal,A02,0.052960119677149795,A04,1.0,A04,0.02777008182745684,A02,-3.4802820034343833,0.052960119677149795,A02,-3.4802820034343833,A03,-3.4825815221926235,A01,-3.483026208895615,0.0022995187582401933,0.00044468670299169233,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
85,-5,3,early,前期,1,Mid,0,Low,0,Normal,1,CounterReady,A02,0.04650145600259866,A04,1.0,A04,0.03135743241947728,A02,-3.4867392639282637,0.04650145600259866,A02,-3.4867392639282637,A01,-3.487726509240804,A03,-3.4892225992818826,0.0009872453125403524,0.001496090041078535,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
86,-5,3,early,前期,1,Mid,0,Low,1,Recover,0,Normal,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,-3.5470408928725687,-0.0319762269922318,D15,-3.5470408928725687,D16,-3.572569170373093,D14,-3.5935660850174034,0.025528277500524332,0.020996914644310305,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
87,-5,3,early,前期,1,Mid,0,Low,1,Recover,1,CounterReady,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,-3.5470408928725687,-0.0319762269922318,D15,-3.5470408928725687,D16,-3.572569170373093,D14,-3.5935660850174034,0.025528277500524332,0.020996914644310305,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
88,-5,3,early,前期,1,Mid,1,Mid,0,Normal,0,Normal,A02,0.05322814173802378,A04,1.0,A04,0.029188647906378228,A02,-3.465775179517981,0.05322814173802378,A02,-3.465775179517981,A03,-3.4680534717659612,A01,-3.4686510143566447,0.0022782922479800405,0.0005975425906834531,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
89,-5,3,early,前期,1,Mid,1,Mid,0,Normal,1,CounterReady,A02,0.04677483850469013,A04,1.0,A04,0.032804369819977086,A02,-3.4722266910379793,0.04677483850469013,A02,-3.4722266910379793,A01,-3.473324432162937,A03,-3.4746889988826095,0.0010977411249575297,0.0013645667196726663,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
90,-5,3,early,前期,1,Mid,1,Mid,1,Recover,0,Normal,D15,-0.039584827225106096,D19,0.0,D16,-0.09311773231460932,D15,-3.532330293403178,-0.039584827225106096,D15,-3.532330293403178,D16,-3.596166339934027,D14,-3.602687835193372,0.06383604653084873,0.006521495259345311,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
91,-5,3,early,前期,1,Mid,1,Mid,1,Recover,1,CounterReady,D15,-0.03326969400906774,D19,0.0,D16,-0.0896586799323549,D15,-3.5260151601871397,-0.03326969400906774,D15,-3.5260151601871397,D16,-3.5927072875517725,D14,-3.602687835193372,0.06669212736463281,0.009980547641599724,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
92,-5,3,early,前期,1,Mid,2,High,0,Normal,0,Normal,A02,0.05322814173802378,A04,1.0,A04,0.029188647906378228,A02,-3.4660169002726615,0.05322814173802378,A02,-3.4660169002726615,A03,-3.468343181400882,A01,-3.468882851559754,0.002326281128220309,0.0005396701588722408,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
93,-5,3,early,前期,1,Mid,2,High,0,Normal,1,CounterReady,A02,0.04677483850469013,A04,1.0,A04,0.032804369819977086,A02,-3.47246788624579,0.04677483850469013,A02,-3.47246788624579,A01,-3.473553821090941,A03,-3.474978202685843,0.0010859348451508488,0.0014243815949019911,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
94,-5,3,early,前期,1,Mid,2,High,1,Recover,0,Normal,D15,-0.04439035219213815,D19,0.0,D16,-0.09886135591293518,D15,-3.543591362790057,-0.04439035219213815,D15,-3.543591362790057,D16,-3.6080868775717527,D14,-3.6128543570785565,0.0644955147816959,0.0047674795068037845,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
95,-5,3,early,前期,1,Mid,2,High,1,Recover,1,CounterReady,D15,-0.03821592974114017,D19,0.0,D16,-0.09535522276814266,D15,-3.537416940339059,-0.03821592974114017,D15,-3.537416940339059,D16,-3.6045807444269604,D14,-3.6128543570785565,0.06716380408790146,0.008273612651596096,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
96,-5,3,early,前期,2,High,0,Low,0,Normal,0,Normal,A02,0.05316506177540329,A04,1.0,A04,0.03259852647173748,A02,-3.4416401633206344,0.05316506177540329,A02,-3.4416401633206344,A03,-3.4440813800921415,A01,-3.4443474190172414,0.0024412167715071043,0.00026603892509990956,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
97,-5,3,early,前期,2,High,0,Low,0,Normal,1,CounterReady,A02,0.04670306211008013,A04,1.0,A04,0.036796322986896994,A02,-3.4481000975204084,0.04670306211008013,A02,-3.4481000975204084,A01,-3.4490459637316984,A03,-3.4507276327210317,0.0009458662112900029,0.001681668989333307,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
98,-5,3,early,前期,2,High,0,Low,1,Recover,0,Normal,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,-3.53129736327444,-0.022508143059170618,D15,-3.53129736327444,D16,-3.549190432985246,D14,-3.578440928263717,0.017893069710805953,0.0292504952784709,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
99,-5,3,early,前期,2,High,0,Low,1,Recover,1,CounterReady,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,-3.53129736327444,-0.022508143059170618,D15,-3.53129736327444,D16,-3.549190432985246,D14,-3.578440928263717,0.017893069710805953,0.0292504952784709,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
100,-5,3,early,前期,2,High,1,Mid,0,Normal,0,Normal,A02,0.053433083836277276,A04,1.0,A04,0.03417471100387235,A02,-3.4261636028446,0.053433083836277276,A02,-3.4261636028446,A03,-3.4286135281834964,A01,-3.4289794809310954,0.0024499253388965414,0.00036595274759898544,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
101,-5,3,early,前期,2,High,1,Mid,0,Normal,1,CounterReady,A02,0.0469764446121716,A04,1.0,A04,0.03840403120967456,A02,-3.4326185125091095,0.0469764446121716,A02,-3.4326185125091095,A01,-3.433655627369537,A03,-3.435254897441176,0.0010371148604275682,0.0015992700716389585,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
102,-5,3,early,前期,2,High,1,Mid,1,Recover,0,Normal,D15,-0.02785344890394867,D19,0.0,D16,-0.07678705873371483,D15,-3.524646909032874,-0.02785344890394867,D15,-3.524646909032874,D16,-3.5792969627005053,D14,-3.5969556988414717,0.054650053667631315,0.017658736140966358,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
103,-5,3,early,前期,2,High,1,Mid,1,Recover,1,CounterReady,D15,-0.021538315687910314,D19,0.0,D16,-0.07332800635146042,D15,-3.5183317758168355,-0.021538315687910314,D15,-3.5183317758168355,D16,-3.575837910318251,D14,-3.5969556988414717,0.057506134501415396,0.02111778852322077,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
104,-5,3,early,前期,2,High,2,High,0,Normal,0,Normal,A02,0.053433083836277276,A04,1.0,A04,0.03417471100387235,A02,-3.425643642284199,0.053433083836277276,A02,-3.425643642284199,A03,-3.4280953492791983,A01,-3.428466999034694,0.002451706994999192,0.0003716497554955289,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
105,-5,3,early,前期,2,High,2,High,0,Normal,1,CounterReady,A02,0.0469764446121716,A04,1.0,A04,0.03840403120967456,A02,-3.432098131361247,0.0469764446121716,A02,-3.432098131361247,A01,-3.4331412460673465,A03,-3.4347363111112985,0.0010431147060994128,0.0015950650439520153,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,hook_punch,attack,试探攻击
106,-5,3,early,前期,2,High,2,High,1,Recover,0,Normal,D15,-0.032288759397575154,D19,0.0,D16,-0.08201874232709232,D15,-3.529770601777456,-0.032288759397575154,D15,-3.529770601777456,D16,-3.5859211622906164,D14,-3.6006899472456126,0.056150560513160475,0.014768784954996228,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
107,-5,3,early,前期,2,High,2,High,1,Recover,1,CounterReady,D15,-0.02611433694657718,D19,0.0,D16,-0.0785126091822998,D15,-3.5235961793264576,-0.02611433694657718,D15,-3.5235961793264576,D16,-3.5824150291458237,D14,-3.6006899472456126,0.058818849819366026,0.018274918099788984,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
108,-5,4,early,前期,0,Low,0,Low,0,Normal,0,Normal,A02,0.0538039899236329,A04,1.0,A01,0.05090328735256082,A02,-3.6398258817596263,0.0538039899236329,A02,-3.6398258817596263,A03,-3.6416585612775987,A10,-3.6423095137283155,0.001832679517972391,0.0006509524507167797,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,hook_punch,attack,试探攻击
109,-5,4,early,前期,0,Low,0,Low,0,Normal,1,CounterReady,A02,0.04731863832290556,A04,1.0,A01,0.04617513317822064,A02,-3.6463111981422607,0.04731863832290556,A02,-3.6463111981422607,A01,-3.6474541311252207,A03,-3.6483468265581513,0.0011429329829599766,0.0008926954329306902,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,straight_punch,attack,试探攻击,hook_punch,attack,试探攻击
110,-5,4,early,前期,0,Low,0,Low,1,Recover,0,Normal,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,-3.6438212312990186,0.0499765626258781,D15,-3.6438212312990186,D16,-3.6788112155900823,D14,-3.7075257649717615,0.0349899842910637,0.028714549381679166,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
111,-5,4,early,前期,0,Low,0,Low,1,Recover,1,CounterReady,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,-3.6438212312990186,0.0499765626258781,D15,-3.6438212312990186,D16,-3.6788112155900823,D14,-3.7075257649717615,0.0349899842910637,0.028714549381679166,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
